timestamp,numDetectedPoints,x,y,z,intensity,angle
1734038611760.1687,1,-0.48666240083919377,0.1780849672044676,-0.36219546178615325,5.359999880194664,255.0
1734038611760.1687,2,-0.4811016716424864,0.19260251679972817,-0.36219546178615325,6.11999986320734,255.0
1734038611760.1687,3,-0.47510798343404276,0.2069467371378967,-0.36219546178615325,6.9999998435378075,255.0
1734038611760.1687,4,-0.3846007258541992,0.2579554054705032,-0.3306090156311784,9.119999796152115,255.0
1734038611760.1687,5,-0.4273529155031941,0.28662971020865674,-0.3673594905673331,12.639999717473984,255.0
1734038611760.1687,6,-0.4738390525389112,0.2781374815405121,-0.42642278269610245,7.879999823868275,255.0
1734038611760.1687,7,-0.42296931227611345,0.2656498763619201,-0.3876431407039695,12.11999972909689,255.0
1734038611760.1687,8,-0.4175720780214412,0.27405557026867233,-0.3876431407039695,11.119999751448631,255.0
1734038611760.1687,9,0.31128197142796565,0.8527607663416216,-0.8802630354305733,27.759999379515648,255.0
1734038611760.1687,10,0.3406740386728332,0.82877988940242,-0.9797884079049297,57.6399987116456,255.0
1734038611760.1687,11,0.31814120919971317,0.8452146830890171,-0.7920858602938653,6.359999857842922,255.0
1734038611760.1687,12,0.3741953939882956,0.8609492356010974,-1.026462568552632,68.23999847471714,255.0
1734038611760.1687,13,0.4082253848865842,0.9392454816855969,-1.1198108898480368,29.759999334812164,255.0
1734038611760.1687,14,0.4252403803357285,0.9783936047278466,-1.1664850504957391,14.239999681711197,255.0
1734038611760.1687,15,0.40913289663584773,0.8920936591697557,-1.0731367292003344,50.519998870790005,255.0
1734038611760.1687,16,0.45240851066217846,1.0130683711598154,-1.2131592111434415,9.879999779164791,255.0
1734038611817.804,1,-0.4980208338674404,0.09320203581434329,1.6218086066192008,5.519999876618385,255.0
1734038611817.804,2,-0.5478426096556817,0.1025259247273638,1.5839745130939566,4.999999888241291,255.0
1734038611817.804,3,-0.4410779097239386,0.10105994928380756,1.6550388500715467,5.119999885559082,255.0
1734038611817.804,4,-0.49216030532736266,0.10754973461296342,1.6179641523128656,6.359999857842922,255.0
1734038611817.804,5,-0.5413957965285578,0.11830896073280517,1.5797454613421873,5.519999876618385,255.0
1734038611817.804,6,-0.43725196775476805,0.10954424703255271,1.6527654893414254,5.879999868571758,255.0
1734038611817.804,7,-0.4858568657521126,0.12172117783186549,1.6141669255467772,7.35999983549118,255.0
1734038611817.804,8,-0.43118562414360107,0.12212788501629486,1.649393713705836,6.6399998515844345,255.0
